invoice_id,vendor_id,vendor_name,vendor_category,po_reference,po_amount,invoice_amount,gr_amount,deviation_pct,days_since_last_invoice,is_new_vendor,three_way_match,invoice_date,anomaly_type,label
INV-32181,V-008,TechServe Inc,IT,PO-51099,46976.39,46971.21,46976.39,-0.01,38,0,1,2024-04-14,none,0
INV-57152,V-008,TechServe Inc,IT,PO-73195,40520.28,41728.64,40520.28,2.98,25,0,1,2025-09-19,none,0
INV-46250,V-NEW-015,NewVendor Corp 15,IT,PO-60253,124474.23,123405.16,101532.44,-0.86,16,1,1,2025-05-30,new_vendor_risk,1
INV-50068,V-003,MedCo Supplies Inc,medical,PO-42941,12180.33,12493.54,12180.33,2.57,31,0,1,2025-11-12,none,0
INV-25721,V-009,CleanCo Services,facilities,PO-64475,6433.07,6565.65,6433.07,2.06,37,0,1,2025-03-05,none,0
INV-4221,V-006,GlobalParts Co,industrial,PO-21505,48922.55,47804.79,48922.55,-2.28,37,0,1,2024-05-25,none,0
INV-94789,V-001,Apex Supplies Ltd,industrial,PO-75002,38190.44,37385.9,38190.44,-2.11,31,0,1,2024-12-17,none,0
INV-30046,V-005,FastTech Solutions,IT,PO-47641,30194.23,31007.88,0.0,2.69,22,0,0,2026-01-16,phantom_delivery,1
INV-45869,V-009,CleanCo Services,facilities,PO-81601,5817.71,5772.94,5817.71,-0.77,36,0,1,2025-03-29,none,0
INV-59479,V-007,SafetyFirst Ltd,safety,PO-37969,8526.22,8508.89,8526.22,-0.2,38,0,1,2025-08-01,none,0
INV-70866,V-007,SafetyFirst Ltd,safety,PO-58362,9011.54,13380.01,9011.54,48.48,34,0,0,2024-09-20,overbilling,1
INV-29785,V-009,CleanCo Services,facilities,PO-99733,6464.66,6453.88,6464.66,-0.17,22,0,1,2025-04-28,none,0
INV-51585,V-004,OfficeMax,stationery,PO-63870,2011.49,2788.96,2011.49,38.65,38,0,0,2024-09-22,overbilling,1
INV-85559,V-008,TechServe Inc,IT,PO-39577,43690.97,44296.47,43690.97,1.39,25,0,1,2025-03-26,none,0
INV-33748,V-007,SafetyFirst Ltd,safety,PO-36975,7947.51,7757.43,7947.51,-2.39,27,0,1,2024-10-11,none,0
INV-38531,V-005,FastTech Solutions,IT,PO-69728,28112.93,27443.01,0.0,-2.38,25,0,0,2025-04-26,phantom_delivery,1
INV-94763,V-008,TechServe Inc,IT,PO-23074,41376.12,42358.52,41376.12,2.37,38,0,1,2025-03-14,none,0
INV-30940,V-NEW-002,NewVendor Corp 2,industrial,PO-52927,74168.73,77899.72,67429.51,5.03,10,1,0,2024-06-13,new_vendor_risk,1
INV-32956,V-003,MedCo Supplies Inc,medical,PO-17323,11739.2,12063.15,11739.2,2.76,27,0,1,2024-09-16,none,0
INV-71787,V-002,BioTech Equipment Ltd,medical,PO-56115,175098.72,176992.64,175098.72,1.08,3,0,1,2025-11-24,duplicate,1
INV-54313,V-010,ProMed Devices,medical,PO-68455,93167.84,94299.25,93167.84,1.21,31,0,1,2025-12-31,none,0
INV-19894,V-005,FastTech Solutions,IT,PO-85779,25964.13,25642.86,25964.13,-1.24,30,0,1,2024-06-16,none,0
INV-27218,V-005,FastTech Solutions,IT,PO-45928,29194.08,29775.45,29194.08,1.99,24,0,1,2024-08-22,none,0
INV-58094,V-003,MedCo Supplies Inc,medical,PO-44119,12888.31,13103.09,12888.31,1.67,18,0,1,2025-05-21,none,0
INV-76162,V-007,SafetyFirst Ltd,safety,PO-45560,8268.83,8234.04,8268.83,-0.42,32,0,1,2024-11-30,none,0
INV-89082,V-009,CleanCo Services,facilities,PO-64980,6463.3,6289.93,6463.3,-2.68,34,0,1,2024-08-26,none,0
INV-53109,V-004,OfficeMax,stationery,PO-74002,1852.68,1802.85,1852.68,-2.69,37,0,1,2025-09-23,none,0
INV-19257,V-010,ProMed Devices,medical,PO-63382,102364.02,100886.76,102364.02,-1.44,37,0,1,2025-09-08,none,0
INV-52125,V-007,SafetyFirst Ltd,safety,PO-88993,8766.46,8930.16,8766.46,1.87,29,0,1,2026-03-03,none,0
INV-83384,V-002,BioTech Equipment Ltd,medical,PO-88439,178954.51,178612.89,178954.51,-0.19,30,0,1,2024-11-29,none,0
INV-89846,V-005,FastTech Solutions,IT,PO-83566,27751.96,27681.66,27751.96,-0.25,30,0,1,2024-10-27,none,0
INV-55568,V-008,TechServe Inc,IT,PO-36634,43480.35,43451.22,43480.35,-0.07,21,0,1,2025-11-20,none,0
INV-44223,V-009,CleanCo Services,facilities,PO-55026,5816.65,5824.62,5816.65,0.14,25,0,1,2026-03-05,none,0
INV-31268,V-001,Apex Supplies Ltd,industrial,PO-41744,36480.49,36144.89,36480.49,-0.92,31,0,1,2025-10-17,none,0
INV-16078,V-005,FastTech Solutions,IT,PO-87819,29676.88,29412.36,29676.88,-0.89,24,0,1,2024-04-02,none,0
INV-98452,V-004,OfficeMax,stationery,PO-14367,1932.98,1970.52,1932.98,1.94,45,0,1,2024-12-25,none,0
INV-42875,V-008,TechServe Inc,IT,PO-36646,45801.39,46465.17,45801.39,1.45,29,0,1,2024-08-05,none,0
INV-49977,V-004,OfficeMax,stationery,PO-21721,1851.51,1898.81,1851.51,2.55,25,0,1,2024-06-21,none,0
INV-56193,V-002,BioTech Equipment Ltd,medical,PO-74103,192459.57,193374.37,192459.57,0.48,26,0,1,2024-09-09,none,0
INV-6310,V-010,ProMed Devices,medical,PO-82939,92041.97,91735.4,92041.97,-0.33,34,0,1,2025-05-11,none,0
INV-23085,V-007,SafetyFirst Ltd,safety,PO-35188,8078.66,8046.86,8078.66,-0.39,29,0,1,2024-10-29,none,0
INV-66312,V-007,SafetyFirst Ltd,safety,PO-82422,7770.77,7927.82,7770.77,2.02,43,0,1,2026-02-24,none,0
INV-21285,V-005,FastTech Solutions,IT,PO-59332,27664.47,27083.97187084406,27664.47,-2.1,35,0,1,2024-06-10,none,0
INV-52427,V-005,FastTech Solutions,IT,PO-14701,28619.02,28852.36,28619.02,0.82,1,0,1,2026-02-05,duplicate,1
INV-44177,V-NEW-007,NewVendor Corp 7,industrial,PO-97408,91915.61,100429.93,82004.43,9.26,12,1,0,2024-07-18,new_vendor_risk,1
INV-17087,V-002,BioTech Equipment Ltd,medical,PO-29672,190089.76,184900.86061508785,190089.76,-2.73,35,0,1,2024-05-12,none,0
INV-77365,V-008,TechServe Inc,IT,PO-25501,45835.53,46830.92139063258,45835.53,2.17,29,0,1,2025-11-11,none,0
INV-52704,V-006,GlobalParts Co,industrial,PO-49229,50209.39,50463.62,50209.39,0.51,6,0,1,2025-03-16,duplicate,1
INV-58385,V-001,Apex Supplies Ltd,industrial,PO-24483,35153.65,34731.18,35153.65,-1.2,27,0,1,2025-10-18,none,0
INV-69937,V-008,TechServe Inc,IT,PO-81972,47688.46,71156.37,47688.46,49.21,41,0,0,2024-10-18,overbilling,1
INV-83394,V-004,OfficeMax,stationery,PO-54492,1944.44,1936.53,1944.44,-0.41,33,0,1,2024-04-08,none,0
INV-11401,V-003,MedCo Supplies Inc,medical,PO-28560,11358.73,11642.1,11358.73,2.49,35,0,1,2025-08-11,none,0
INV-30151,V-010,ProMed Devices,medical,PO-87564,87206.69,87681.55,87206.69,0.54,32,0,1,2025-10-25,none,0
INV-10898,V-001,Apex Supplies Ltd,industrial,PO-41927,38055.61,36972.95,38055.61,-2.84,31,0,1,2024-09-10,none,0
INV-55262,V-008,TechServe Inc,IT,PO-55309,46340.43,46373.89,0.0,0.07,27,0,0,2026-03-23,phantom_delivery,1
INV-41243,V-006,GlobalParts Co,industrial,PO-69318,48336.32,47799.52,48336.32,-1.11,31,0,1,2025-01-04,none,0
INV-69521,V-002,BioTech Equipment Ltd,medical,PO-31414,160497.76,163795.67,160497.76,2.05,27,0,1,2024-03-26,none,0
INV-89214,V-002,BioTech Equipment Ltd,medical,PO-54014,168121.58,165707.59,168121.58,-1.44,25,0,1,2024-09-19,none,0
INV-74966,V-006,GlobalParts Co,industrial,PO-71890,51990.03,52862.28,51990.03,1.68,26,0,1,2025-06-22,none,0
INV-81728,V-004,OfficeMax,stationery,PO-89746,2166.4,2125.25,2166.4,-1.9,24,0,1,2024-09-13,none,0
INV-15707,V-010,ProMed Devices,medical,PO-18094,91134.64,92307.13,91134.64,1.29,34,0,1,2024-09-12,none,0
INV-74288,V-008,TechServe Inc,IT,PO-70697,43513.29,42739.1,43513.29,-1.78,32,0,1,2025-08-29,none,0
INV-32519,V-010,ProMed Devices,medical,PO-84277,102393.43,102877.59,102393.43,0.47,32,0,1,2025-02-21,none,0
INV-35018,V-001,Apex Supplies Ltd,industrial,PO-31344,31723.19,30916.34,31723.19,-2.54,26,0,1,2024-08-08,none,0
INV-81336,V-009,CleanCo Services,facilities,PO-31520,5885.65,5775.18,5885.65,-1.88,27,0,1,2025-05-05,none,0
INV-4222,V-002,BioTech Equipment Ltd,medical,PO-58167,169324.42,168236.87,169324.42,-0.64,31,0,1,2025-04-27,none,0
INV-66948,V-009,CleanCo Services,facilities,PO-31928,6032.16,6045.63,6032.16,0.22,29,0,1,2025-10-27,none,0
INV-79394,V-006,GlobalParts Co,industrial,PO-58376,52789.93,51642.43,52789.93,-2.17,33,0,1,2025-12-27,none,0
INV-90744,V-007,SafetyFirst Ltd,safety,PO-74451,8334.09,8526.4,8334.09,2.31,27,0,1,2025-01-25,none,0
INV-78676,V-008,TechServe Inc,IT,PO-97662,40877.92,39848.99,40877.92,-2.52,21,0,1,2024-09-22,none,0
INV-14137,V-001,Apex Supplies Ltd,industrial,PO-31036,33589.8,33724.65,33589.8,0.4,25,0,1,2025-04-15,none,0
INV-24352,V-006,GlobalParts Co,industrial,PO-36693,50239.17,50749.64,50239.17,1.02,29,0,1,2024-07-17,none,0
INV-64624,V-008,TechServe Inc,IT,PO-88643,48758.84,50094.44,48758.84,2.74,23,0,1,2024-12-24,none,0
INV-51208,V-006,GlobalParts Co,industrial,PO-80900,51244.85,50662.09,51244.85,-1.14,34,0,1,2024-10-23,none,0
INV-38683,V-008,TechServe Inc,IT,PO-54453,48463.13,48979.61,48463.13,1.07,32,0,1,2025-09-02,none,0
INV-68468,V-NEW-015,NewVendor Corp 15,IT,PO-51171,124982.8,136978.77,116001.03,9.6,2,1,0,2024-09-21,new_vendor_risk,1
INV-35410,V-006,GlobalParts Co,industrial,PO-87458,53693.15,54802.45,53693.15,2.07,35,0,1,2025-08-17,none,0
INV-48397,V-001,Apex Supplies Ltd,industrial,PO-15003,36914.63,37049.05,36914.63,0.36,6,0,1,2024-09-26,duplicate,1
INV-89778,V-003,MedCo Supplies Inc,medical,PO-69626,12611.5,12658.93,12611.5,0.38,32,0,1,2025-07-15,none,0
INV-74874,V-006,GlobalParts Co,industrial,PO-15399,52836.86,51693.04,52836.86,-2.16,29,0,1,2026-02-25,none,0
INV-80449,V-NEW-014,NewVendor Corp 14,industrial,PO-55692,181617.39,185684.7,158085.27,2.24,19,1,1,2025-05-05,new_vendor_risk,1
INV-7310,V-002,BioTech Equipment Ltd,medical,PO-11274,169390.93,168243.59,169390.93,-0.68,36,0,1,2025-02-17,none,0
INV-58806,V-007,SafetyFirst Ltd,safety,PO-40381,8389.95,8525.51,8389.95,1.62,29,0,1,2024-06-19,none,0
INV-35255,V-002,BioTech Equipment Ltd,medical,PO-52044,173778.67,174269.14,173778.67,0.28,31,0,1,2026-03-16,none,0
INV-95793,V-001,Apex Supplies Ltd,industrial,PO-83215,34534.95,35086.7,34534.95,1.6,35,0,1,2024-09-08,none,0
INV-71345,V-005,FastTech Solutions,IT,PO-11071,27000.38,26962.21,27000.38,-0.14,25,0,1,2025-12-06,none,0
INV-49773,V-010,ProMed Devices,medical,PO-83765,99879.04,97312.35,99879.04,-2.57,29,0,1,2024-11-02,none,0
INV-37203,V-004,OfficeMax,stationery,PO-28754,2157.34,2171.76,2157.34,0.67,22,0,1,2025-03-19,none,0
INV-52629,V-010,ProMed Devices,medical,PO-94978,88763.18,87964.86,88763.18,-0.9,42,0,1,2025-11-23,none,0
INV-94447,V-004,OfficeMax,stationery,PO-50857,2063.05,2071.51,2063.05,0.41,21,0,1,2025-02-11,none,0
INV-76157,V-008,TechServe Inc,IT,PO-20001,47998.92,48576.82,47998.92,1.2,21,0,1,2025-09-17,none,0
INV-76926,V-009,CleanCo Services,facilities,PO-13535,6122.09,6288.11,6122.09,2.71,35,0,1,2025-10-22,none,0
INV-16468,V-002,BioTech Equipment Ltd,medical,PO-97596,177967.38,177791.78,177967.38,-0.1,33,0,1,2024-10-15,none,0
INV-62712,V-007,SafetyFirst Ltd,safety,PO-90750,7832.44,7900.67,7832.44,0.87,22,0,1,2024-10-20,none,0
INV-59931,V-006,GlobalParts Co,industrial,PO-27419,47417.79,46849.84412315498,47417.79,-1.2,24,0,1,2025-04-26,none,0
INV-73533,V-010,ProMed Devices,medical,PO-75496,96339.17,94684.47,96339.17,-1.72,6,0,1,2025-09-26,duplicate,1
INV-74706,V-009,CleanCo Services,facilities,PO-37112,5824.17,5759.74,5824.17,-1.11,30,0,1,2024-05-25,none,0
INV-48885,V-002,BioTech Equipment Ltd,medical,PO-66928,157945.07,155255.34,0.0,-1.7,34,0,0,2024-11-22,phantom_delivery,1
INV-12683,V-003,MedCo Supplies Inc,medical,PO-95426,11743.61,11664.53,11743.61,-0.67,26,0,1,2024-07-27,none,0
INV-99233,V-006,GlobalParts Co,industrial,PO-20541,52823.24,65807.98,52823.24,24.58,23,0,0,2024-11-12,overbilling,1
INV-5268,V-009,CleanCo Services,facilities,PO-75860,6329.58,6353.18,6329.58,0.37,31,0,1,2025-04-05,none,0
INV-43942,V-002,BioTech Equipment Ltd,medical,PO-71488,172932.67,248260.67,172932.67,43.56,37,0,0,2025-03-10,overbilling,1
INV-83179,V-007,SafetyFirst Ltd,safety,PO-28828,8734.17,8722.16,8734.17,-0.14,40,0,1,2026-02-03,none,0
INV-32293,V-004,OfficeMax,stationery,PO-46326,2060.75,2076.0183269870663,2060.75,0.74,40,0,1,2025-05-04,none,0
INV-32520,V-003,MedCo Supplies Inc,medical,PO-16652,11986.85,11923.32,11986.85,-0.53,38,0,1,2024-10-22,none,0
INV-8577,V-010,ProMed Devices,medical,PO-92786,87230.26,87093.76,87230.26,-0.16,24,0,1,2024-03-26,none,0
INV-33089,V-001,Apex Supplies Ltd,industrial,PO-13847,35684.62,36593.07,35684.62,2.55,30,0,1,2024-12-31,none,0
INV-80309,V-003,MedCo Supplies Inc,medical,PO-77013,10916.94,11170.79,10916.94,2.33,32,0,1,2025-08-14,none,0
INV-99935,V-010,ProMed Devices,medical,PO-67045,96581.51,97204.8,96581.51,0.65,25,0,1,2025-08-16,none,0
INV-94219,V-003,MedCo Supplies Inc,medical,PO-84867,12531.61,12180.86,0.0,-2.8,29,0,0,2025-03-13,phantom_delivery,1
INV-44010,V-008,TechServe Inc,IT,PO-70053,45597.43,45094.92,45597.43,-1.1,35,0,1,2025-04-20,none,0
INV-65831,V-006,GlobalParts Co,industrial,PO-44301,54696.72,53704.65,54696.72,-1.81,34,0,1,2026-02-21,none,0
INV-44389,V-008,TechServe Inc,IT,PO-22414,44217.49,44171.0,44217.49,-0.11,31,0,1,2026-01-23,none,0
INV-98262,V-006,GlobalParts Co,industrial,PO-86541,48003.02,49288.34,48003.02,2.68,34,0,1,2026-02-27,none,0
INV-24845,V-003,MedCo Supplies Inc,medical,PO-44360,11090.28,11378.98,11090.28,2.6,36,0,1,2026-03-13,none,0
INV-16438,V-007,SafetyFirst Ltd,safety,PO-75546,7823.04,7927.78,7823.04,1.34,23,0,1,2024-05-14,none,0
INV-77009,V-NEW-006,NewVendor Corp 6,industrial,PO-38889,107907.19,111663.14,97439.85,3.48,18,1,1,2025-08-27,new_vendor_risk,1
INV-70339,V-003,MedCo Supplies Inc,medical,PO-31115,10844.94,11133.17,10844.94,2.66,27,0,1,2024-12-08,none,0
INV-89295,V-003,MedCo Supplies Inc,medical,PO-93541,12868.15,13114.53,12868.15,1.91,22,0,1,2024-10-15,none,0
INV-38182,V-010,ProMed Devices,medical,PO-19150,90914.01,92673.53811737565,90914.01,1.94,23,0,1,2026-01-31,none,0
INV-3965,V-009,CleanCo Services,facilities,PO-73788,5989.18,6090.07,5989.18,1.68,33,0,1,2025-06-29,none,0
INV-81277,V-009,CleanCo Services,facilities,PO-75254,6568.07,6684.9,6568.07,1.78,31,0,1,2025-12-10,none,0
INV-73399,V-006,GlobalParts Co,industrial,PO-27143,48374.27,48694.01,48374.27,0.66,32,0,1,2024-08-13,none,0
INV-72971,V-009,CleanCo Services,facilities,PO-10022,5785.2,5794.26,5785.2,0.16,33,0,1,2025-12-23,none,0
INV-93170,V-004,OfficeMax,stationery,PO-81852,1901.32,2602.87,1901.32,36.9,42,0,0,2025-12-14,overbilling,1
INV-89752,V-001,Apex Supplies Ltd,industrial,PO-27555,34194.23,35203.79,34194.23,2.95,31,0,1,2025-06-23,none,0
INV-25325,V-006,GlobalParts Co,industrial,PO-10935,48401.36,47191.34794404347,48401.36,-2.5,28,0,1,2025-01-05,none,0
INV-12658,V-006,GlobalParts Co,industrial,PO-12735,48132.59,48016.78,48132.59,-0.24,5,0,1,2025-09-02,duplicate,1
INV-70565,V-001,Apex Supplies Ltd,industrial,PO-40044,33986.52,33061.67,33986.52,-2.72,21,0,1,2026-02-13,none,0
INV-58361,V-009,CleanCo Services,facilities,PO-42594,5830.56,5906.4,5830.56,1.3,28,0,1,2025-09-05,none,0
INV-84906,V-004,OfficeMax,stationery,PO-70298,2114.86,2735.71,2114.86,29.36,34,0,0,2025-03-17,overbilling,1
INV-85467,V-010,ProMed Devices,medical,PO-61552,99875.45,101867.9,99875.45,1.99,38,0,1,2026-02-02,none,0
INV-94429,V-002,BioTech Equipment Ltd,medical,PO-81950,176134.71,176848.45,176134.71,0.41,40,0,1,2024-08-12,none,0
INV-84720,V-007,SafetyFirst Ltd,safety,PO-24146,7771.0,7797.91,7771.0,0.35,26,0,1,2025-06-19,none,0
INV-13499,V-010,ProMed Devices,medical,PO-79226,98966.55,96047.22,98966.55,-2.95,25,0,1,2026-02-11,none,0
INV-16195,V-010,ProMed Devices,medical,PO-34863,93341.6,90126.3752368901,93341.6,-3.44,25,0,1,2025-02-09,none,0
INV-31988,V-002,BioTech Equipment Ltd,medical,PO-27187,158090.35,160221.74,158090.35,1.35,32,0,1,2024-06-06,none,0
INV-68373,V-001,Apex Supplies Ltd,industrial,PO-35658,33408.91,32564.65,33408.91,-2.53,23,0,1,2025-06-21,none,0
INV-88878,V-003,MedCo Supplies Inc,medical,PO-31506,11343.62,11230.41,0.0,-1.0,29,0,0,2025-08-19,phantom_delivery,1
INV-99228,V-001,Apex Supplies Ltd,industrial,PO-75280,33351.35,33539.08,0.0,0.56,30,0,0,2026-02-10,phantom_delivery,1
INV-85013,V-003,MedCo Supplies Inc,medical,PO-14057,12927.4,13097.06,12927.4,1.31,6,0,1,2024-07-21,duplicate,1
INV-57229,V-010,ProMed Devices,medical,PO-90167,85961.56,87635.1,85961.56,1.95,39,0,1,2025-11-22,none,0
INV-7553,V-004,OfficeMax,stationery,PO-20408,1937.62,1981.17,1937.62,2.25,18,0,1,2025-02-23,none,0
INV-12445,V-004,OfficeMax,stationery,PO-82950,1823.87,1869.74,0.0,2.51,39,0,0,2024-08-23,phantom_delivery,1
INV-64469,V-006,GlobalParts Co,industrial,PO-79528,50870.93,52366.3,50870.93,2.94,25,0,1,2024-05-23,none,0
INV-62224,V-005,FastTech Solutions,IT,PO-62816,28480.37,37610.61,28480.37,32.06,31,0,0,2025-08-30,overbilling,1
INV-64334,V-010,ProMed Devices,medical,PO-96413,102040.01,102844.61,102040.01,0.79,30,0,1,2024-11-12,none,0
INV-36033,V-004,OfficeMax,stationery,PO-13199,1953.75,1910.5,1953.75,-2.21,37,0,1,2024-05-08,none,0
INV-61943,V-001,Apex Supplies Ltd,industrial,PO-95820,33744.64,33850.61,33744.64,0.31,18,0,1,2026-03-18,none,0
INV-37616,V-002,BioTech Equipment Ltd,medical,PO-66646,170662.09,166908.32,170662.09,-2.2,41,0,1,2025-10-07,none,0
INV-7674,V-009,CleanCo Services,facilities,PO-16519,6545.08,6381.61,6545.08,-2.5,30,0,1,2025-10-29,none,0
INV-87040,V-009,CleanCo Services,facilities,PO-42110,5722.28,5678.36,5722.28,-0.77,18,0,1,2026-02-03,none,0
INV-17821,V-006,GlobalParts Co,industrial,PO-82260,50342.28,49048.62,50342.28,-2.57,28,0,1,2024-06-09,none,0
INV-67706,V-010,ProMed Devices,medical,PO-46059,97900.14,95019.66,0.0,-2.94,33,0,0,2025-02-02,phantom_delivery,1
INV-10219,V-001,Apex Supplies Ltd,industrial,PO-86009,32844.69,32557.37,32844.69,-0.87,29,0,1,2024-05-08,none,0
INV-61952,V-004,OfficeMax,stationery,PO-59442,2027.16,2055.23,2027.16,1.38,32,0,1,2025-10-30,none,0
INV-74259,V-009,CleanCo Services,facilities,PO-88047,5827.32,5997.42,5827.32,2.92,32,0,1,2025-05-06,none,0
INV-26381,V-006,GlobalParts Co,industrial,PO-54974,55431.56,54435.49,55431.56,-1.8,38,0,1,2025-01-03,none,0
INV-60168,V-NEW-005,NewVendor Corp 5,medical,PO-87914,51816.69,52913.52,48163.39,2.12,14,1,1,2025-05-15,new_vendor_risk,1
INV-17299,V-008,TechServe Inc,IT,PO-71433,44258.23,45264.98,44258.23,2.27,41,0,1,2024-04-20,none,0
INV-32646,V-009,CleanCo Services,facilities,PO-10485,5633.35,5774.64,5633.35,2.51,25,0,1,2024-06-29,none,0
INV-87153,V-010,ProMed Devices,medical,PO-16085,88414.52,86466.33,88414.52,-2.2,21,0,1,2025-03-20,none,0
INV-96456,V-008,TechServe Inc,IT,PO-53904,49428.01,48002.76,0.0,-2.88,28,0,0,2025-11-03,phantom_delivery,1
INV-97846,V-001,Apex Supplies Ltd,industrial,PO-71375,33771.56,33589.36,33771.56,-0.54,29,0,1,2024-06-14,none,0
INV-25466,V-002,BioTech Equipment Ltd,medical,PO-23385,176766.23,177471.88,176766.23,0.4,27,0,1,2024-04-23,none,0
INV-26153,V-004,OfficeMax,stationery,PO-25401,2144.49,2100.06,2144.49,-2.07,29,0,1,2024-09-30,none,0
INV-29902,V-006,GlobalParts Co,industrial,PO-93558,54352.13,55105.0,54352.13,1.39,30,0,1,2025-06-13,none,0
INV-23183,V-009,CleanCo Services,facilities,PO-10521,5481.2,5533.49,5481.2,0.95,23,0,1,2024-03-26,none,0
INV-42275,V-004,OfficeMax,stationery,PO-12844,1996.18,1950.64,1996.18,-2.28,35,0,1,2024-04-19,none,0
INV-32054,V-010,ProMed Devices,medical,PO-90489,93730.38,95295.57,93730.38,1.67,7,0,1,2025-01-26,duplicate,1
INV-62631,V-009,CleanCo Services,facilities,PO-60504,6265.5,6361.41,6265.5,1.53,25,0,1,2026-01-13,none,0
INV-98881,V-010,ProMed Devices,medical,PO-38061,101092.21,101927.22,101092.21,0.83,32,0,1,2026-02-17,none,0
INV-14534,V-009,CleanCo Services,facilities,PO-24502,5780.54,5895.86,5780.54,1.99,29,0,1,2026-01-10,none,0
INV-42409,V-NEW-006,NewVendor Corp 6,industrial,PO-72675,218430.78,217974.56,197992.01,-0.21,3,1,1,2026-02-28,new_vendor_risk,1
INV-37758,V-009,CleanCo Services,facilities,PO-63917,5597.27,5518.89,5597.27,-1.4,30,0,1,2024-12-16,none,0
INV-87972,V-009,CleanCo Services,facilities,PO-34323,5856.16,5987.51,5856.16,2.24,31,0,1,2025-10-15,none,0
INV-96312,V-008,TechServe Inc,IT,PO-49074,49319.55,48165.15,49319.55,-2.34,33,0,1,2024-05-29,none,0
INV-81702,V-007,SafetyFirst Ltd,safety,PO-41657,7821.51,7878.361741925667,7821.51,0.73,31,0,1,2024-07-05,none,0
INV-63978,V-010,ProMed Devices,medical,PO-84130,102770.64,103621.15,102770.64,0.83,35,0,1,2025-01-04,none,0
INV-58758,V-004,OfficeMax,stationery,PO-13228,1928.63,2471.82,1928.63,28.16,25,0,0,2025-03-20,overbilling,1
INV-26234,V-008,TechServe Inc,IT,PO-83642,40950.98,40547.35,40950.98,-0.99,30,0,1,2025-07-05,none,0
INV-43519,V-005,FastTech Solutions,IT,PO-10569,26508.47,27282.3,26508.47,2.92,34,0,1,2025-09-21,none,0
INV-92585,V-010,ProMed Devices,medical,PO-63440,89949.09,90079.49,89949.09,0.14,33,0,1,2025-11-16,none,0
INV-63533,V-010,ProMed Devices,medical,PO-21180,103275.08,127393.95,103275.08,23.35,29,0,0,2025-12-15,overbilling,1
INV-67237,V-004,OfficeMax,stationery,PO-88907,1949.82,2002.55,1949.82,2.7,34,0,1,2026-02-27,none,0
INV-70953,V-010,ProMed Devices,medical,PO-13664,97746.56,99222.24,97746.56,1.51,27,0,1,2025-06-28,none,0
INV-84979,V-007,SafetyFirst Ltd,safety,PO-59877,8216.29,8203.44,8216.29,-0.16,32,0,1,2024-04-19,none,0
INV-28517,V-006,GlobalParts Co,industrial,PO-62355,48896.77,50176.09,48896.77,2.62,33,0,1,2025-02-02,none,0
INV-70993,V-008,TechServe Inc,IT,PO-18893,46055.0,47036.89,46055.0,2.13,31,0,1,2024-07-17,none,0
INV-15160,V-008,TechServe Inc,IT,PO-26015,42637.65,42330.4,42637.65,-0.72,30,0,1,2025-07-13,none,0
INV-77380,V-006,GlobalParts Co,industrial,PO-67563,48669.48,47439.66,0.0,-2.53,28,0,0,2025-11-11,phantom_delivery,1
INV-68112,V-001,Apex Supplies Ltd,industrial,PO-46746,36887.88,37189.8,36887.88,0.82,36,0,1,2025-09-08,none,0
INV-93223,V-007,SafetyFirst Ltd,safety,PO-96182,8049.32,8202.77,8049.32,1.91,28,0,1,2024-08-14,none,0
INV-47145,V-006,GlobalParts Co,industrial,PO-80581,50826.26,51592.17,50826.26,1.51,24,0,1,2025-11-10,none,0
INV-1867,V-002,BioTech Equipment Ltd,medical,PO-63668,162564.87,165600.58,162564.87,1.87,25,0,1,2024-06-10,none,0
INV-16869,V-008,TechServe Inc,IT,PO-88913,45707.96,45090.83,45707.96,-1.35,39,0,1,2024-08-07,none,0
INV-89043,V-008,TechServe Inc,IT,PO-33732,41922.44,41718.62,41922.44,-0.49,29,0,1,2025-02-27,none,0
INV-36428,V-001,Apex Supplies Ltd,industrial,PO-46433,37296.88,37606.87,37296.88,0.83,38,0,1,2024-08-01,none,0
INV-13488,V-002,BioTech Equipment Ltd,medical,PO-83007,173988.86,177316.27,173988.86,1.91,23,0,1,2026-01-25,none,0
INV-3708,V-005,FastTech Solutions,IT,PO-75947,25607.56,24706.376722046927,25607.56,-3.52,30,0,1,2024-10-23,none,0
INV-2145,V-006,GlobalParts Co,industrial,PO-85553,50271.72,50445.88,50271.72,0.35,27,0,1,2024-05-15,none,0
INV-66359,V-008,TechServe Inc,IT,PO-16133,49462.71,50641.79,49462.71,2.38,39,0,1,2025-06-18,none,0
INV-22128,V-004,OfficeMax,stationery,PO-40767,2082.5,2913.24,2082.5,39.89,28,0,0,2024-07-24,overbilling,1
INV-63202,V-009,CleanCo Services,facilities,PO-38261,5400.15,5529.54,5400.15,2.4,23,0,1,2026-01-10,none,0
INV-8145,V-004,OfficeMax,stationery,PO-58385,1952.87,1914.32,1952.87,-1.97,29,0,1,2025-02-07,none,0
INV-76313,V-010,ProMed Devices,medical,PO-67208,95204.85,93669.0,95204.85,-1.61,28,0,1,2024-10-25,none,0
INV-40382,V-003,MedCo Supplies Inc,medical,PO-11911,11560.81,11777.28,11560.81,1.87,30,0,1,2025-06-21,none,0
INV-78722,V-NEW-003,NewVendor Corp 3,industrial,PO-47765,215408.04,209397.87,211944.32,-2.79,9,1,1,2026-03-14,new_vendor_risk,1
